Datetime,Username,Tranlsated_Tweets,Location,Cleaned_Tweets
2023-02-18 03:45:11+00:00,ZBinAli4,@fahmi_fadzil is not the only statement from mydin boss. The necessities will continue to rise. Many snares are waiting for the people of YB. https://t.co/ab2rls7m2c,,statement mydin bos necessity continue rise many snare waiting people yb
2023-02-18 02:29:14+00:00,IWANJELA,"Problems when removing the EPF simultaneously, it will result in increasing prices of goods, when the price of goods goes up it is difficult to go down, when the money runs out of the price of the goods is still not good enough to continue.",Malaysia,problem removing epf simultaneously result increasing price good price good go difficult go money run price good still good enough continue
2023-02-17 14:13:48+00:00,johnlabuana,@Azfarbakar @anwaribrahim bloom what is the price of chicken telurn price to take care of it ... today how much is the ringgit ... if the industry rises in the electric price of diorg will go up the price of the goods ...,,bloom price chicken telurn price take care today much ringgit industry rise electric price diorg go price good
2023-02-17 06:45:48+00:00,johnlabuana,@ahmadmaslan @anwaribrahim @kwspmalaysia covid finish the price of goods ... what is it ...,,covid finish price good
2023-02-17 02:25:52+00:00,zoegyBrix,"In fact, the government should start to do the cost of the package for the courier.
Meanwhile, just a sufficient solution. The consequences may have an increase in prices of online goods, but the effects of all marketplace also have to rise.",,fact government start cost package courier meanwhile sufficient solution consequence may increase price online good effect marketplace also rise
2023-02-17 00:52:11+00:00,AldillaIshak77,"All the goods have risen the most shocking butter of 250g already 227g the price of the jilake if x notice
Raya will be eating fried rice edge of the ditch like Minister Ahmad Maslan is stupid
Middle finger",,good risen shocking butter g already g price jilake x notice raya eating fried rice edge ditch like minister ahmad maslan stupid middle finger
2023-02-16 05:09:35+00:00,IWANJELA,"@izzuddinradzali @financialfaiz a lot of money = prices of goods go up.
Money is running out but the price of the goods is still expensive. Org does not see this day and the money is just about to think.

Plus the money management plays or teaching diorg understand this money works ...
Add the scale of the scale manners.",Malaysia,lot money price good go money running price good still expensive org see day money think plus money management play teaching diorg understand money work add scale scale manner
2023-02-15 03:07:27+00:00,PijaEpyja,But I want to get a price in Langkawi. Items are rising prices,"Kedah, Malaysia",want get price langkawi item rising price
2023-02-14 04:09:29+00:00,AlepAdon,"The place where you sell expensive foods are angry until viral, I sell RM1.50 fatty rice again in the face of the price of goods like you are crazy for stupid je eh.

Cucumbers up 300%
Anchovies up 35%
Eggs up 40%
Rice up 15%

The portion and quality are still the same.",,place sell expensive food angry viral sell rm fatty rice face price good like crazy stupid je eh cucumber anchovy egg rice portion quality still
2023-02-12 07:51:46+00:00,kurtkoden,But the fate of traders like us is the wholesale price of wholesale. We raise the sale price of the customer not to buy it. Ramadan is almost here and the highway will appear… ..,Malaysia,fate trader like u wholesale price wholesale raise sale price customer buy ramadan almost highway appear
2023-02-11 17:28:55+00:00,mathnoor,"@Sysafwann @sinaronline @mcmcreact ko ...
If you can understand the Chinese talk .....
My comfy is ...
Why .....
Mmg has to curse in Malay ....
Ge Chinese shop buying compartments to be slaughtered ... Price .....
Buy cooking oil ....
Stock xde price goes up ....
Buy sugar ..
Stock xde price goes up ....
Buy an egg
Stock xde price goes up ..
Racist","Johore, Malaysia",ko understand chinese talk comfy mmg curse malay ge chinese shop buying compartment slaughtered price buy cooking oil stock xde price go buy sugar stock xde price go buy egg stock xde price go racist
2023-02-11 08:18:05+00:00,RmdhnJava,"The main problem of inflation. Salary does not rise as the price of goods and services. Things are paid the same, but the larger part of the salary paid for the same education.",Pasir Gudang,main problem inflation salary rise price good service thing paid larger part salary paid education
2023-02-10 03:27:20+00:00,Senggiaw,"The increase in prices of goods affects the people, especially the low -income. The Malaysian government approves a minimum wage order at RM1,500 a month. Enforcement? The 'Rahmah menu' at certain foods is announced. The price control of goods is important. https://t.co/4gjnfwax6h",,increase price good affect people especially low income malaysian government approves minimum wage order rm month enforcement rahmah menu certain food announced price control good important
2023-02-09 06:19:39+00:00,Justlikeaina,"It's expensive as a buyer. But as a seller the price of a pig is up now. Diorng pnye sales pn is not necessarily wholly cover operation cost. As one thing people forget about the roadside traders are use electric, water, soap nk wash, semue semue oil oil.",Malaysia,expensive buyer seller price pig diorng pnye sale pn necessarily wholly cover operation cost one thing people forget roadside trader use electric water soap nk wash semue semue oil oil
2023-02-06 10:14:07+00:00,NaimNawrouz,@zua_al_azmi says the price goes up. What cheese he came from the Ledang Mountain goat to want to do it ..,"Los Angeles, CA",say price go cheese came ledang mountain goat want
2023-02-06 09:12:58+00:00,zackzackh123,"Items have been up since the 33 -month government of PAS has taken over.
Where is my time?
Quiet time ..

Suddenly now my tribe turned to the champion of this ..

Btw bnyk already brg2 requirements already ⬇️ Price SJK PH take over ..",Malaysia,item since month government pa taken time quiet time suddenly tribe turned champion btw bnyk already brg requirement already price sjk ph take
2023-02-06 03:34:13+00:00,unluckyXenough,"Malaysia's price is all up, the coat is raining.","Amsterdam, The Netherlands",malaysia price coat raining
2023-02-04 08:16:44+00:00,nabilakhairudin,"All items go up now. Groceries rose an average of RM 1 per item, if the goods cost RM 50 so RM 60. That's it",Banting,item go grocery rose average rm per item good cost rm rm thats
2023-02-02 01:42:13+00:00,idgafzlnie,"The price of the goods is down, the food price at the store is still on the lookout, no one wants to go down. Chapter Raising the Rise Price on the Reason ""Goods Price"" 😤",,price good food price store still lookout one want go chapter raising rise price reason good price
2023-02-01 02:41:51+00:00,AzizolKhairul,No need for average average Malaysian salary starting 1.5k still feels like a salary below 1.5k .. The price of the price goes up and down. I want to go shopping here. Hmmm,"Kuala Terengganu, Terengganu",need average average malaysian salary starting k still feel like salary k price price go want go shopping hmmm
2023-01-31 11:42:13+00:00,nick_amirrul,"@brgsjks confirm the price of the goods upside down. Mister Potato from RM3.99 continues RM399 without double! Ye la everyone has money. But if I keep working on a normal mcm, RM1J saves it","Kuala Terengganu, Terengganu",confirm price good upside mister potato rm continues rm without double ye la everyone money keep working normal mcm rmj save
2023-01-31 02:25:56+00:00,shahhazhar,"@fahmi_fadzil ahhh Sembangang .. Cooking oil is still less in the market. No eggs. Sugar sugar, expensive goods, expensive milo, concentrated milk prices, gasoline still same, packet oil, nescafe rise, plastic goods control, eh you connect",Kuala Lumpur,ahhh sembangang cooking oil still le market egg sugar sugar expensive good expensive milo concentrated milk price gasoline still packet oil nescafe rise plastic good control eh connect
2023-01-30 06:27:52+00:00,apit_assegaf,"The last guy bought the kebab at the top 10, now it has risen 13, strangely prices on the rise, the self -esteem and the downside, the world is going to be the world but surprisingly.","Kalimantan Barat, Indonesia",last guy bought kebab top risen strangely price rise self esteem downside world going world surprisingly
2023-01-29 13:51:00+00:00,chelliah_joel,"@Hmzh3989 @dudeyumi @yazidaiman4 korang ni kongkek arini, nk child tomorrow… test supposedly…. 33 months ago the kingdom of the roof, x for whatever you are ... 4 times the raw items are rising prices, silence ... raw raw religion already xdpt the roof of the roof you are tested mcm",,korang ni kongkek arini nk child tomorrow test supposedly month ago kingdom roof x whatever time raw item rising price silence raw raw religion already xdpt roof roof tested mcm
2023-01-27 14:42:10+00:00,Mohdfaiz13,@Appledom_ @redzuannewsmpb if the minimum wage drastically drastically the price would go up later.,"Shah Alam, Selangor",minimum wage drastically drastically price would go later
2023-01-27 07:38:46+00:00,puterawalid,No one is angry except Mrs. Ja. Many prices have returned to normal from 4 times to rise in prices.,,one angry except mr ja many price returned normal time rise price
2023-01-27 01:46:20+00:00,nisaitamismail,"Strangely enough, I was the one who was up to the status of the goods as it went up, the traders were not lucky. Wei bnde is not new ok. The day of the day of your leader became a government ok. It's more about the price of unstable goods. Shut up nowadays nowadays the tetiber is concerned 😏","Hilir Perak, Perak",strangely enough one status good went trader lucky wei bnde new ok day day leader became government ok price unstable good shut nowadays nowadays tetiber concerned
2023-01-26 14:44:30+00:00,akulakamekha,"@fairuz_azmi83 Thank God for 2 months, boycott is a powerful weapon. 33 months PAS in the government, the people suffer the price of goods. His president was a special ambassador to the bitch. https://t.co/7yat8hjj8f",,thank god month boycott powerful weapon month pa government people suffer price good president special ambassador bitch
2023-01-26 10:31:06+00:00,nurhadimohd,Time of 30 months so the government of PAS uses the Gems that are lost until the price of goods goes up?,,time month government pa us gem lost price good go
